id,year,q01_happy,q02_satisfied_general,q03_satisfied_somerville,q04_satisfied_neighborhood,q06a_city_services,q06b_cost_housing,q06c_quality_schools,q06d_trust_police,q06e_sidewalks,q06f_events,q09_safe_at_night,q11_beauty,q10_parks,d01_gender,d02_age,d04_race,d05_num_children,d06_housing_status,d07_plan_to_move,d10_how_long_lived_here,d08_hhi,d09_is_student,d13_ward,q05_city_direction,q07_safe_crossing_street,q08_convenient,q12_housing_condition,move_why,d11_transportation_mode,d12_transportation_month,d03_language,Unnamed: 0,gender,age,hhi,ethnicity,race,f01_how_long_lived_here,f02_housing_status,f03_city_direction,f04_english,f04_spanish,f04_portuguese,f04_chinese,f04_other,f05_num_children,f06_plan_to_move,f07_is_student,f08_car,f08_walk,f08_bike,f08_public,f09_car,f09_walk,f09_bike,f09_public,f10_move_cat1,f10_move_subcat1,f10_move_cat2,f10_move_subcat2,weight
8697,2019,8.0,8.0,8.0,8.0,5.0,1.0,3.0,3.0,2.0,4.0,7.0,3.0,3.0,Female,23.0,White,No,Rent,Yes,3 years,"$150,000 to 200,000",No,2.0,Right direction,8.0,10.0,6.0,can't afford to buy here,Walk,"Walk, Bike, Public transit, Car",English,1306,Female,18 to 24 Years,7.0,non-hispanic,white,3.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,Cost,Housing,,,210.39088776310672
8698,2019,8.0,9.0,6.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,6.0,4.0,4.0,Female,30.0,White,No,Own,Yes,7 years,"$100,000 to $149,999",,7.0,Wrong track,6.0,6.0,10.0,high taxes,Car,Car,Greek,1307,Female,25 to 34 Years,6.0,non-hispanic,white,7.0,Own,wrong,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Cost,Taxes,,,54.0607271518136
8699,2019,6.0,6.0,9.0,9.0,3.0,2.0,3.0,4.0,4.0,3.0,9.0,8.0,8.0,Female,26.0,White,No,Rent,No,,"$150,000 to 200,000",No,2.0,Right direction,8.0,8.0,7.0,,Walk,"Walk, Public transit",English,1308,Female,25 to 34 Years,7.0,non-hispanic,white,,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,52.08693196400122
8700,2019,10.0,8.0,5.0,2.0,4.0,1.0,,4.0,1.0,4.0,1.0,1.0,1.0,Female,62.0,White,No,Rent,No,,,No,1.0,Not sure,2.0,9.0,6.0,,Car,Car,,1309,Female,55 to 64 Years,,non-hispanic,white,,Rent,unsure,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,15.091759013431446
8701,2019,6.0,6.0,10.0,10.0,5.0,2.0,4.0,4.0,3.0,5.0,7.0,8.0,9.0,Female,49.0,White,No,Own,No,2 years,"$50,000 to 74,999",No,1.0,Right direction,8.0,8.0,9.0,Just bought a place.,Car,"Walk, Public transit, Car",English,1310,Female,45 to 54 Years,4.0,non-hispanic,white,2.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,27.90749691493988
8702,2019,9.0,9.0,9.0,8.0,3.0,2.0,4.0,3.0,2.0,3.0,7.0,7.0,8.0,Female,51.0,"Hispanic/Latino, White",No,Rent,Yes,30 years,"$25,000 to $49,999",No,1.0,Not sure,7.0,8.0,4.0,The cost of living is very high.,"Walk, Public transit","Walk, Public transit",Spanish,1311,Female,45 to 54 Years,3.0,hispanic,white,30.0,Rent,unsure,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Cost,General,,,45.98226379568499
8703,2019,6.0,6.0,7.0,7.0,4.0,1.0,,,2.0,,3.0,,8.0,Male,88.0,White,No,Own,Yes,85 years,"$10,000 to $24,999",No,4.0,,,4.0,,Too many ways to get a fine.,"Walk, Bike, Car","Walk, Car",English,1312,Male,75 Years & Over,2.0,non-hispanic,white,85.0,Own,no_answer,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,Atmosphere,Other,,,69.5580317095568
8704,2019,10.0,10.0,10.0,10.0,5.0,3.0,5.0,5.0,5.0,5.0,9.0,9.0,9.0,Female,40.0,Hispanic/Latino,Yes,Rent,No,,"Less than $10,000",No,7.0,Right direction,9.0,10.0,9.0,not sure,"Walk, Car",Walk,Spanish,1313,Female,35 to 44 Years,1.0,hispanic,,,Rent,right,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,44.97416700978295
8705,2019,8.0,8.0,8.0,9.0,3.0,2.0,,4.0,3.0,3.0,9.0,9.0,9.0,Male,,,No,Rent,No,,,No,7.0,Wrong track,8.0,8.0,10.0,,Public transit,"Walk, Bike, Public transit",,1314,Male,75 Years & Over,,,,,Rent,wrong,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,,,,69.5580317095568
8706,2019,8.0,8.0,7.0,7.0,3.0,3.0,4.0,4.0,3.0,4.0,6.0,8.0,8.0,Male,24.0,Asian,No,Rent,Yes,3 months,"$10,000 to $24,999",Yes,3.0,Right direction,4.0,5.0,8.0,work,Bike,"Walk, Bike, Public transit, Car",,1315,Male,18 to 24 Years,2.0,non-hispanic,asian,0.0,Rent,right,,,,,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,Job / school,,,,280.5723799463185
8707,2019,9.0,9.0,9.0,9.0,3.0,3.0,3.0,4.0,3.0,5.0,8.0,8.0,8.0,Female,38.0,White,Yes,Own,No,18 months,"$150,000 to 200,000",No,5.0,Not sure,3.0,5.0,10.0,,Car,"Walk, Bike, Public transit, Car",English/Polish,1316,Female,35 to 44 Years,7.0,non-hispanic,white,1.0,Own,unsure,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,29.458334609797493
8708,2019,8.0,9.0,10.0,9.0,5.0,1.0,3.0,5.0,4.0,5.0,9.0,9.0,10.0,Female,67.0,White,No,Own,No,40 years,"$50,000 to 74,999",No,6.0,Not sure,8.0,9.0,10.0,,Car,"Walk, Public transit, Car",English,1317,Female,65 to 74 Years,4.0,non-hispanic,white,40.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,0.0
8709,2019,10.0,10.0,8.0,8.0,4.0,3.0,,4.0,1.0,5.0,9.0,3.0,9.0,Male,36.0,White,Yes,Rent,Yes,4 years,"$100,000 to $149,999",No,2.0,Right direction,7.0,10.0,7.0,going home,Bike,"Walk, Bike, Car",German,1318,Male,35 to 44 Years,6.0,non-hispanic,white,4.0,Rent,right,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,Other,,,,61.47566455746538
8710,2019,8.0,9.0,7.0,7.0,5.0,3.0,4.0,4.0,3.0,5.0,8.0,4.0,6.0,Female,34.0,White,Yes,Own,No,2 years,"$200,000 or more",No,1.0,Not sure,8.0,4.0,10.0,,Car,"Walk, Public transit, Car",English,1319,Female,25 to 34 Years,8.0,non-hispanic,white,2.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,45.02196139830312
8711,2019,6.0,6.0,8.0,8.0,4.0,2.0,3.0,4.0,4.0,4.0,8.0,7.0,7.0,Female,,Asian,No,Rent,Yes,7 years,"$75,000 to $99,999",No,7.0,Right direction,8.0,8.0,7.0,too expensive,Public transit,"Walk, Public transit, Car",English,1320,Female,75 Years & Over,5.0,non-hispanic,asian,7.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Cost,General,,,3.55733452352042
8712,2019,8.0,9.0,7.0,7.0,3.0,1.0,4.0,4.0,5.0,3.0,9.0,8.0,8.0,Female,26.0,White,No,Rent,Yes,1 year,"$100,000 to $149,999",No,5.0,Right direction,10.0,8.0,3.0,Can't afford to buy.,Public transit,"Walk, Public transit, Car",English,1321,Female,25 to 34 Years,6.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,Cost,Housing,,,54.0607271518136
8713,2019,9.0,10.0,9.0,8.0,4.0,4.0,,5.0,4.0,4.0,9.0,7.0,7.0,Male,26.0,White,No,Rent,Yes,2 years,"$50,000 to 74,999",No,2.0,Right direction,9.0,5.0,8.0,To live with girlfriend.,Car,"Walk, Public transit, Car",,1322,Male,25 to 34 Years,4.0,non-hispanic,white,2.0,Rent,right,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Family / Relationship,,,,73.31579154673922
8714,2019,10.0,9.0,8.0,9.0,4.0,1.0,4.0,3.0,3.0,4.0,10.0,9.0,9.0,Female,25.0,White,No,Rent,Yes,3 years,"$25,000 to $49,999",No,2.0,Right direction,9.0,5.0,7.0,Financial,Bike,"Walk, Bike, Public transit",English,1323,Female,25 to 34 Years,3.0,non-hispanic,white,3.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,Cost,General,,,61.34702366762876
8715,2019,5.0,5.0,8.0,8.0,4.0,2.0,3.0,3.0,2.0,4.0,7.0,6.0,6.0,Female,64.0,White,No,Own,Yes,22 years,"$50,000 to 74,999",No,3.0,Not sure,7.0,4.0,7.0,Returning to a warmer climate.,Car,"Walk, Car",English,1324,Female,55 to 64 Years,4.0,non-hispanic,white,22.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atmosphere,Weather,,,13.342054402011996
8716,2019,8.0,6.0,9.0,10.0,4.0,1.0,,,2.0,4.0,10.0,9.0,9.0,Female,31.0,White,No,Rent,Yes,6 years,"$150,000 to 200,000",No,6.0,Right direction,7.0,9.0,7.0,Job elsewhere,Walk,"Walk, Public transit, Car",English,1325,Female,25 to 34 Years,7.0,non-hispanic,white,6.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,Job / school,,,,52.08693196400122
8717,2019,7.0,4.0,4.0,4.0,5.0,1.0,3.0,3.0,4.0,5.0,7.0,4.0,4.0,Male,27.0,White,No,Rent,Yes,4 years,"$25,000 to $49,999",No,7.0,Wrong track,4.0,7.0,1.0,cost,Car,"Walk, Public transit, Car",English,1326,Male,25 to 34 Years,3.0,non-hispanic,white,4.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,Cost,General,,,91.39055842748436
8718,2019,7.0,7.0,7.0,9.0,4.0,2.0,3.0,3.0,3.0,4.0,7.0,6.0,6.0,Female,37.0,White,No,Rent,No,2.5 years,"$200,000 or more",No,3.0,Right direction,5.0,5.0,10.0,,Car,"Walk, Public transit, Car",English,1327,Female,35 to 44 Years,8.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,22.39336404409937
8719,2019,5.0,5.0,4.0,6.0,4.0,1.0,2.0,3.0,4.0,4.0,,,,,,,,,,,,,4.0,Not sure,7.0,7.0,,,,,,1328,,75 Years & Over,,,,,Other,unsure,,,,,,,,,,,,,,,,,,,,,20.605399109082956
8720,2019,1.0,10.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,10.0,10.0,10.0,Female,59.0,Hispanic/Latino,No,Own,No,29 years,"Less than $10,000",No,5.0,Right direction,9.0,9.0,10.0,,Car,Car,Spanish,1329,Female,55 to 64 Years,1.0,hispanic,,29.0,Own,right,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,37.67256197911503
8721,2019,9.0,9.0,10.0,10.0,4.0,1.0,4.0,3.0,2.0,4.0,10.0,10.0,10.0,Female,28.0,White,No,Rent,No,2 years,"$100,000 to $149,999",No,7.0,Not sure,9.0,6.0,7.0,,Car,"Walk, Public transit, Car",English,1330,Female,25 to 34 Years,6.0,non-hispanic,white,2.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,54.0607271518136
8722,2019,6.0,8.0,1.0,10.0,2.0,1.0,4.0,3.0,3.0,3.0,8.0,8.0,8.0,Female,52.0,White,Yes,Own,Yes,21 years,"$25,000 to $49,999",Yes,7.0,Wrong track,7.0,7.0,1.0,,"Walk, Car","Walk, Car",English,1331,Female,45 to 54 Years,3.0,non-hispanic,white,21.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,No Answer,,,,45.98226379568499
8723,2019,8.0,7.0,9.0,10.0,5.0,1.0,,4.0,4.0,5.0,9.0,10.0,8.0,Female,62.0,Jew,No,Rent,Yes,20+ years,"$25,000 to $49,999",No,6.0,Not sure,8.0,10.0,3.0,money,Car,"Walk, Bike, Public transit, Car",English,1332,Female,55 to 64 Years,3.0,non-hispanic,,20.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Cost,General,,,31.416821282757105
8724,2019,5.0,10.0,5.0,3.0,4.0,4.0,,4.0,3.0,5.0,10.0,4.0,10.0,Female,61.0,White,No,Own,No,10 years,"$100,000 to $149,999",No,3.0,Not sure,8.0,10.0,8.0,,Car,"Walk, Public transit, Car",English,1333,Female,55 to 64 Years,6.0,non-hispanic,white,10.0,Own,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,24.130524766941942
8725,2019,9.0,9.0,9.0,9.0,5.0,3.0,,5.0,3.0,5.0,9.0,8.0,8.0,Male,65.0,White,No,Own,No,2 years,"$200,000 or more",No,1.0,Right direction,6.0,9.0,10.0,,Bike,"Walk, Bike, Car",English,1334,Male,65 to 74 Years,8.0,non-hispanic,white,2.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,30.41453284479267
8726,2019,7.0,6.0,9.0,9.0,4.0,1.0,3.0,3.0,3.0,4.0,9.0,8.0,8.0,Male,32.0,White,No,Rent,No,5+ years,"$75,000 to $99,999",No,7.0,Right direction,7.0,6.0,5.0,,Car,"Walk, Public transit, Car",English,1335,Male,25 to 34 Years,5.0,non-hispanic,white,5.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,86.31126172103221
8727,2019,3.0,3.0,9.0,9.0,4.0,1.0,,4.0,3.0,4.0,8.0,9.0,9.0,Male,50.0,White,No,Rent,Yes,20+ years,"$25,000 to $49,999",No,,Wrong track,7.0,8.0,4.0,Rent,Car,"Walk, Bike, Public transit, Car",English,1336,Male,45 to 54 Years,3.0,non-hispanic,white,20.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Cost,Housing,,,76.02579855554055
8728,2019,8.0,8.0,8.0,8.0,5.0,2.0,,5.0,4.0,5.0,10.0,8.0,8.0,Female,32.0,White,No,Rent,No,9 years,"$100,000 to $149,999",No,6.0,Not sure,7.0,10.0,8.0,,Public transit,"Walk, Public transit, Car",English,1337,Female,25 to 34 Years,6.0,non-hispanic,white,9.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,54.0607271518136
8729,2019,6.0,6.0,9.0,9.0,5.0,2.0,4.0,5.0,5.0,5.0,10.0,8.0,10.0,Male,23.0,White,No,Rent,Yes,1 year,"$200,000 or more",No,6.0,Right direction,6.0,10.0,7.0,Graduate school,Public transit,"Walk, Bike, Public transit, Car",English,1338,Male,18 to 24 Years,8.0,non-hispanic,white,1.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,Job / school,,,,233.3694519572641
8730,2019,7.0,8.0,7.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,9.0,6.0,6.0,Female,25.0,White,No,Rent,Yes,2 years,"$50,000 to 74,999",No,7.0,Right direction,9.0,5.0,5.0,"cost of living, space","Walk, Public transit, Car","Walk, Public transit, Car",English,1339,Female,25 to 34 Years,4.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,Cost,General,,,43.27225678688361
8731,2019,6.0,6.0,7.0,9.0,4.0,1.0,3.0,3.0,3.0,4.0,9.0,8.0,8.0,Female,30.0,White,No,Rent,No,2 years,"$50,000 to 74,999",No,6.0,Right direction,9.0,7.0,7.0,,Public transit,"Walk, Public transit",English,1340,Female,25 to 34 Years,4.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,43.27225678688361
8732,2019,7.0,7.0,7.0,7.0,3.0,2.0,,4.0,2.0,3.0,8.0,8.0,8.0,Female,25.0,White,No,Rent,No,2 years,"$100,000 to $149,999",No,7.0,Right direction,7.0,8.0,6.0,,Public transit,"Walk, Bike, Public transit, Car",,1341,Female,25 to 34 Years,6.0,non-hispanic,white,2.0,Rent,right,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,54.0607271518136
8733,2019,7.0,8.0,2.0,7.0,2.0,1.0,2.0,3.0,1.0,3.0,8.0,7.0,6.0,Male,,White,No,Own,No,85 years,,No,7.0,Wrong track,3.0,3.0,9.0,Poor leadership,Car,Car,,1342,Male,75 Years & Over,,non-hispanic,white,85.0,Own,wrong,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,20.605399109082956
8734,2019,7.0,6.0,9.0,9.0,5.0,2.0,2.0,2.0,3.0,4.0,10.0,10.0,10.0,Male,37.0,White,No,Rent,Yes,13 years,"$50,000 to 74,999",No,6.0,Wrong track,9.0,9.0,2.0,New T station driving up rent soon.,Walk,Walk,English,1343,Male,35 to 44 Years,4.0,non-hispanic,white,13.0,Rent,wrong,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Cost,Housing,,,50.687194192535415
8735,2019,8.0,8.0,9.0,9.0,4.0,3.0,4.0,4.0,3.0,4.0,9.0,9.0,9.0,Male,67.0,White,No,Own,No,50 years,"$100,000 to $149,999",No,7.0,Right direction,9.0,9.0,9.0,,Bike,"Walk, Bike, Public transit, Car",English,1344,Male,65 to 74 Years,6.0,non-hispanic,white,50.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,39.45329859830315
8736,2019,8.0,9.0,10.0,10.0,4.0,2.0,4.0,4.0,3.0,4.0,10.0,10.0,9.0,Female,74.0,White,No,Own,No,45 years,"$50,000 to 74,999",No,6.0,Right direction,9.0,10.0,10.0,,"Public transit, Car","Walk, Public transit, Car",English,1345,Female,65 to 74 Years,4.0,non-hispanic,white,45.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,0.0
8737,2019,7.0,7.0,7.0,8.0,3.0,2.0,3.0,3.0,2.0,4.0,8.0,7.0,8.0,Female,33.0,White,No,Own,No,11 years,"$150,000 to 200,000",No,6.0,Right direction,7.0,8.0,7.0,,"Walk, Public transit, Car","Walk, Public transit, Car",English,1346,Female,25 to 34 Years,7.0,non-hispanic,white,11.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,52.08693196400122
8738,2019,8.0,8.0,8.0,8.0,5.0,4.0,,4.0,2.0,4.0,6.0,5.0,7.0,Female,28.0,White,No,Own,No,1.5 years,"$100,000 to $149,999",No,4.0,Right direction,6.0,6.0,9.0,,Walk,"Walk, Bike, Public transit, Car",English,1347,Female,25 to 34 Years,6.0,non-hispanic,white,1.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,54.0607271518136
8739,2019,7.0,6.0,7.0,,4.0,2.0,3.0,4.0,2.0,4.0,8.0,7.0,8.0,Female,25.0,White,No,Rent,No,2.5 years,"$150,000 to 200,000",Yes,2.0,Right direction,7.0,7.0,7.0,,Public transit,"Walk, Bike, Public transit, Car",English,1348,Female,25 to 34 Years,7.0,non-hispanic,white,2.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,52.08693196400122
8740,2019,7.0,9.0,9.0,9.0,4.0,2.0,4.0,4.0,3.0,4.0,10.0,10.0,10.0,Male,30.0,White,No,Rent,No,9 years,"$75,000 to $99,999",No,6.0,Not sure,10.0,10.0,10.0,,Car,"Walk, Bike, Car",English,1349,Male,25 to 34 Years,5.0,non-hispanic,white,9.0,Rent,unsure,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,,,,,86.31126172103221
8741,2019,10.0,10.0,9.0,10.0,4.0,2.0,3.0,4.0,2.0,5.0,10.0,8.0,9.0,Male,38.0,White,Yes,Own,No,10 years,"$200,000 or more",,3.0,Right direction,3.0,8.0,10.0,,Car,"Walk, Car",English,1350,Male,35 to 44 Years,8.0,non-hispanic,white,10.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,52.43689880395491
8742,2019,9.0,9.0,1.0,9.0,3.0,1.0,1.0,2.0,2.0,,5.0,5.0,5.0,Female,,White,No,Own,,,"$25,000 to $49,999",No,5.0,Wrong track,3.0,7.0,9.0,maybe,Car,"Walk, Public transit, Car",English,1351,Female,75 Years & Over,3.0,non-hispanic,white,,Own,wrong,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,8.636631229972478
8743,2019,9.0,10.0,9.0,9.0,5.0,2.0,4.0,3.0,2.0,5.0,7.0,6.0,7.0,Female,42.0,Asian,Yes,Own,No,16 years,"$200,000 or more",No,3.0,Right direction,2.0,7.0,7.0,,Public transit,"Walk, Public transit, Car",English,1352,Female,35 to 44 Years,8.0,non-hispanic,asian,16.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,22.39336404409937
8744,2019,8.0,8.0,6.0,6.0,5.0,1.0,3.0,3.0,3.0,5.0,8.0,8.0,8.0,Female,52.0,White,Yes,Own,No,10 years,"$75,000 to $99,999",No,6.0,Wrong track,5.0,7.0,1.0,,Bike,"Walk, Bike, Public transit, Car",English,1353,Female,45 to 54 Years,5.0,non-hispanic,white,10.0,Own,wrong,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,40.90296708923297
8745,2019,8.0,10.0,9.0,8.0,5.0,2.0,4.0,4.0,4.0,4.0,8.0,8.0,8.0,Male,65.0,White,No,Rent,No,32 years,"$50,000 to 74,999",No,6.0,Right direction,8.0,10.0,8.0,,Public transit,"Walk, Public transit, Car",English,1354,Male,65 to 74 Years,4.0,non-hispanic,white,32.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,28.66482823337321
8746,2019,7.0,8.0,10.0,10.0,5.0,1.0,3.0,3.0,3.0,5.0,9.0,9.0,8.0,gender queer,43.0,White,Yes,Own,No,8 years,"$150,000 to 200,000",No,6.0,Right direction,6.0,10.0,10.0,,Public transit,"Walk, Public transit, Car",English,1355,Nonbinary,35 to 44 Years,7.0,non-hispanic,white,8.0,Own,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,6.121314857479803
8747,2019,10.0,10.0,5.0,3.0,5.0,5.0,2.0,5.0,1.0,3.0,7.0,5.0,7.0,Female,34.0,White,No,Own,Yes,8 years,"$200,000 or more",No,4.0,Right direction,7.0,6.0,5.0,"more space, better schools",Car,"Walk, Car",English,1356,Female,25 to 34 Years,8.0,non-hispanic,white,8.0,Own,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,Atmosphere,Space,School system,,45.02196139830312
8748,2019,8.0,7.0,9.0,9.0,3.0,1.0,2.0,3.0,2.0,4.0,9.0,7.0,7.0,Female,46.0,White,Yes,Rent,No,1 month,"$100,000 to $149,999",No,4.0,Right direction,7.0,9.0,8.0,,Bike,"Walk, Bike, Public transit, Car",English,1357,Female,45 to 54 Years,6.0,non-hispanic,white,0.0,Rent,right,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,,,,,38.69596727986983
8749,2019,6.0,7.0,9.0,8.0,3.0,1.0,4.0,4.0,3.0,5.0,7.0,8.0,8.0,Female,39.0,"Hispanic/Latino, White",Yes,Own,No,10 years,"$100,000 to $149,999",No,6.0,Not sure,8.0,6.0,8.0,,Car,"Walk, Public transit, Car","Spanish, English",1358,Female,35 to 44 Years,6.0,hispanic,white,10.0,Own,unsure,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,31.432129797609843
8750,2019,4.0,9.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,8.0,6.0,8.0,Male,31.0,White,No,Rent,Yes,4 years,,Yes,1.0,Right direction,7.0,1.0,3.0,"too much construction, too expensive, too many rats","Walk, Car",Public transit,English,1359,Male,25 to 34 Years,,non-hispanic,white,4.0,Rent,right,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Atmosphere,Construction,Cost,General,91.39055842748436
